isin,nav,nav_date
INF090I01361,12430.0,02-May-2025
INF090I01VV7,0.0,05-Aug-2025
INF666M01AJ5,2104.4121,05-Aug-2025
INF666M01AC0,2417.3829,05-Aug-2025
INF666M01AH9,1020.8248,05-Aug-2025
INF666M01AI7,1020.8194,05-Aug-2025
INF666M01AG1,1019.635,05-Aug-2025
INF666M01AO5,1021.1947,05-Aug-2025
INF666M01AP2,1026.9911,05-Aug-2025
INF666M01AN7,1019.5763,05-Aug-2025
-,10.3255,05-Aug-2025
INF179K01CV4,10.2179,05-Aug-2025
INF179K01CU6,32.3675,05-Aug-2025
INF179K01YM7,33.4156,05-Aug-2025
INF179KA1Q53,19.7985,05-Aug-2025
INF179KA1Q79,19.234,05-Aug-2025
INF917K01CH6,11.0709,05-Aug-2025
INF917K01CM6,26.7543,05-Aug-2025
INF917K01VR5,12.5762,05-Aug-2025
INF917K01IQ4,28.3707,05-Aug-2025
INF917K01IP6,11.7395,05-Aug-2025
INF917K01IS0,11.5171,05-Aug-2025
INF917K01VT1,12.0097,05-Aug-2025
INF917K01CL8,26.7549,05-Aug-2025
INF917K01CJ2,10.658,05-Aug-2025
INF109K013N3,66.3616,05-Aug-2025
INF109K014N1,12.6923,05-Aug-2025
INF109K01654,60.8159,05-Aug-2025
INF109K01WL0,12.0786,05-Aug-2025
-,1036.8661,05-Aug-2025
-,1023.5517,05-Aug-2025
INF205K01UH8,3981.8208,05-Aug-2025
INF205K01UI6,2620.1943,05-Aug-2025
INF205K01UF2,2809.1796,05-Aug-2025
-,1019.0493,05-Aug-2025
INF205K01UN6,3604.8862,05-Aug-2025
INF205K01UO4,1050.5177,05-Aug-2025
INF205K01UR7,3586.1663,05-Aug-2025
INF205K01US5,2348.4892,05-Aug-2025
-,1015.5154,05-Aug-2025
-,1019.0101,05-Aug-2025
INF205K01UL0,2689.0783,05-Aug-2025
INF192K01MP8,12.4438,05-Aug-2025
INF192K01MQ6,12.4442,05-Aug-2025
INF192K01MM5,12.1527,05-Aug-2025
INF192K01MN3,12.1533,05-Aug-2025
INF174K01Z14,16.4174,05-Aug-2025
INF174K01Y98,12.4735,05-Aug-2025
INF174K01ES7,52.6771,05-Aug-2025
INF174K01JI7,58.0218,05-Aug-2025
INF767K01PW6,15.753,05-Aug-2025
INF767K01PX4,15.753,05-Aug-2025
INF397L01BH1,15.7514,05-Aug-2025
INF397L01BK5,15.751,05-Aug-2025
INF767K01PT2,14.7342,05-Aug-2025
INF767K01PU0,14.7342,05-Aug-2025
INF397L01406,14.7346,05-Aug-2025
INF397L01430,12.8338,05-Aug-2025
INF174V01AO1,11.9671,05-Aug-2025
INF174V01AM5,13.4321,05-Aug-2025
INF174V01AJ1,12.8671,05-Aug-2025
INF174V01AL7,11.4217,05-Aug-2025
INF769K01DX6,16.8888,05-Aug-2025
INF769K01DY4,16.8504,05-Aug-2025
INF769K01DU2,15.9102,05-Aug-2025
INF769K01DV0,15.9136,05-Aug-2025
INF204KA1ES0,23.5956,05-Aug-2025
INF204K01B40,11.7336,05-Aug-2025
INF204K01B65,15.3397,05-Aug-2025
INF204K01B32,58.0594,05-Aug-2025
INF204KA1EQ4,21.7228,05-Aug-2025
INF204K01FM2,11.5069,05-Aug-2025
INF204K01FO8,14.9784,05-Aug-2025
INF204K01FL4,53.4064,05-Aug-2025
INF200K01IA9,15.2687,05-Aug-2025
INF200K01IC5,16.8337,05-Aug-2025
INF200K01IE1,15.2457,05-Aug-2025
INF200K01IG6,36.7528,05-Aug-2025
INF200K01VF1,19.2407,05-Aug-2025
INF200K01VE4,34.5203,05-Aug-2025
INF200K01VC8,23.2513,05-Aug-2025
INF200K01VH7,15.1208,05-Aug-2025
INF200K01HV7,17.9589,05-Aug-2025
INF200K01HZ8,32.4838,05-Aug-2025
INF200K01HT1,14.7139,05-Aug-2025
INF200K01HX3,14.7284,05-Aug-2025
INF903JA1KM7,15.1085,27-Jun-2025
INF173K01GQ8,13.1908,05-Aug-2025
INF903JA1KE4,14.7535,27-Jun-2025
INF903JA1KN5,14.8129,27-Jun-2025
INF903JA1KR6,15.3483,27-Jun-2025
INF903JA1KF1,14.4651,27-Jun-2025
INF903JA1KJ3,14.9869,27-Jun-2025
-,16.0336,27-Jun-2025
INF173K01GP0,48.4243,05-Aug-2025
INF173K01BA3,44.7199,05-Aug-2025
INF173K01BB1,13.1151,05-Aug-2025
INF277K01QR4,53.5299,05-Aug-2025
INF277K01972,48.3433,05-Aug-2025
INF277K01QP8,24.3139,05-Aug-2025
INF277K01P38,28.405,05-Aug-2025
INF277K01EI9,21.8329,05-Aug-2025
INF277K01P12,25.6156,05-Aug-2025
INF0GCD01370,1289.1139,05-Aug-2025
INF0GCD01396,1139.4457,05-Aug-2025
INF0GCD01412,1155.3671,05-Aug-2025
-,1119.093,05-Aug-2025
INF0GCD01313,1263.5604,05-Aug-2025
INF0GCD01339,1124.9454,05-Aug-2025
INF0GCD01354,1131.0509,05-Aug-2025
-,1105.3994,05-Aug-2025
INF582M01KO3,10.5174,05-Aug-2025
INF582M01KP0,10.5174,05-Aug-2025
INF582M01KK1,10.4946,05-Aug-2025
INF582M01KL9,10.4946,05-Aug-2025
INF789FA1R33,13.3508,05-Aug-2025
INF789FB1T70,18.8449,05-Aug-2025
INF789F01XY0,34.1185,05-Aug-2025
INF789FA1R17,13.9669,05-Aug-2025
INF789F01XZ7,10.7785,05-Aug-2025
INF789FA1R66,19.2916,05-Aug-2025
INF789F01AH3,23.8516,05-Aug-2025
INF789F01AJ9,45.1181,05-Aug-2025
INF789FA1Q91,14.1742,05-Aug-2025
INF789FB1T54,18.3017,05-Aug-2025
INF789F01QA4,32.0517,05-Aug-2025
INF789FA1Q75,13.7296,05-Aug-2025
INF789F01QB2,12.0866,05-Aug-2025
INF789FC1GD5,16.5858,05-Aug-2025
INF209K01JT8,317.1062,05-Aug-2025
INF209K01UR9,562.8523,05-Aug-2025
INF209K01LZ1,552.8501,05-Aug-2025
INF209K01UQ1,100.5417,05-Aug-2025
INF209K01US7,100.6643,05-Aug-2025
INF209K01LY4,100.5396,05-Aug-2025
INF209K01MA2,100.66,05-Aug-2025
INF209K01MB0,100.5622,05-Aug-2025
INF209K01MC8,534.9854,05-Aug-2025
INF209K01MD6,100.6757,05-Aug-2025
-,10.0338,05-Aug-2025
INF846K01F99,10.0629,05-Aug-2025
INF846K01G15,15.75,05-Aug-2025
INF846K01F73,10.0521,05-Aug-2025
INF846K01F40,15.7486,05-Aug-2025
-,10.0689,05-Aug-2025
INF846K01G72,10.0703,05-Aug-2025
INF846K01G98,14.8326,05-Aug-2025
INF846K01G56,10.0689,05-Aug-2025
INF846K01G23,14.8327,05-Aug-2025
INF194KA11S2,10.0465,05-Aug-2025
INF194KA16R3,15.521,05-Aug-2025
INF194KA17S9,13.1839,05-Aug-2025
INF194KA14S6,10.4753,05-Aug-2025
INF194KA10T2,10.0768,05-Aug-2025
INF194KA18R9,10.0367,05-Aug-2025
INF194KA12Q4,10.0519,05-Aug-2025
INF194KA10Q8,15.3311,05-Aug-2025
INF194KA15Q7,10.0518,05-Aug-2025
INF194KA11R4,12.9014,05-Aug-2025
INF194KA18Q1,10.4598,05-Aug-2025
INF194KA14R8,10.0781,05-Aug-2025
-,1011.928,05-Aug-2025
INF761K01892,3295.0952,05-Aug-2025
-,1007.0882,05-Aug-2025
INF761K01CS5,3279.4821,05-Aug-2025
-,1007.4498,05-Aug-2025
INF761K01298,3182.8712,05-Aug-2025
-,1007.6246,05-Aug-2025
INF251K01SN4,1002.3111,05-Aug-2025
-,1006.2583,05-Aug-2025
INF955L01GX2,1553.6927,05-Aug-2025
-,1007.0751,05-Aug-2025
INF955L01HA8,1574.1613,05-Aug-2025
INF251K01SM6,1002.3111,05-Aug-2025
-,1240.71,05-Aug-2025
INF760K01GM1,4069.8631,05-Aug-2025
INF760K01GN9,2329.2855,05-Aug-2025
INF760K01GP4,1003.4182,05-Aug-2025
INF760K01GQ2,1242.0251,05-Aug-2025
-,1240.71,05-Aug-2025
INF760K01DC9,3824.5283,05-Aug-2025
INF760K01CA5,1003.3162,05-Aug-2025
INF760K01DE5,1241.9006,05-Aug-2025
INF760K01IL9,1571.1599,05-Aug-2025
INF740K01ON5,3731.0349,05-Aug-2025
INF740K01OQ8,1132.3902,05-Aug-2025
-,1005.3951,05-Aug-2025
INF740K01OO3,1083.5407,05-Aug-2025
INF740KA1NU8,1006.0219,05-Aug-2025
INF740K01QQ3,3429.2057,05-Aug-2025
-,1005.4914,05-Aug-2025
INF740K01QS9,1075.7847,05-Aug-2025
INF740K01MK5,1120.4199,05-Aug-2025
-,1005.9193,05-Aug-2025
INF090I01XL4,10.7539,05-Aug-2025
INF090I01XM2,10.6329,05-Aug-2025
INF090I01XJ8,10.7075,05-Aug-2025
INF090I01XK6,10.5866,05-Aug-2025
-,10.103,05-Aug-2025
-,10.092,05-Aug-2025
INF179KB15Q6,15.5973,05-Aug-2025
INF179KB10R5,10.0639,05-Aug-2025
INF179KB18Q0,10.0523,05-Aug-2025
INF179KB11R3,15.2622,05-Aug-2025
INF179KB16R2,10.1632,05-Aug-2025
INF179KB14R7,10.0522,05-Aug-2025
-,1079.9409,05-Aug-2025
INF336L01OR1,1383.1176,05-Aug-2025
INF336L01OV3,1013.1535,05-Aug-2025
-,1008.4461,05-Aug-2025
-,1031.7278,05-Aug-2025
INF336L01OW1,1363.5559,05-Aug-2025
INF336L01PA4,1028.7228,05-Aug-2025
-,1042.547,05-Aug-2025
-,10.1058,05-Aug-2025
INF109K01T04,30.1933,05-Aug-2025
INF109K01T38,10.7896,05-Aug-2025
INF109K01T53,11.2099,05-Aug-2025
-,10.0381,05-Aug-2025
INF109KC1NA3,10.0862,05-Aug-2025
INF109K01TP7,27.9096,05-Aug-2025
INF109K01TR3,10.6597,05-Aug-2025
INF109K01TT9,10.9979,05-Aug-2025
INF109KC1NF2,10.0702,05-Aug-2025
INF205K01TD9,1116.6792,05-Aug-2025
-,1434.2909,05-Aug-2025
INF205K01TF4,2065.0913,05-Aug-2025
-,1470.0317,05-Aug-2025
INF205K01TH0,2900.19,05-Aug-2025
INF205K01TI8,1965.172,05-Aug-2025
INF205K01TK4,1039.3698,05-Aug-2025
INF205K01TM0,2716.4746,05-Aug-2025
INF205K01TN8,1012.0489,05-Aug-2025
INF205K01TP3,1076.998,05-Aug-2025
INF00XX01AM5,1290.141,05-Aug-2025
-,1003.244,05-Aug-2025
INF00XX01AE2,1288.5024,05-Aug-2025
INF00XX01AL7,1004.5763,05-Aug-2025
INF00XX01AD4,1244.0154,05-Aug-2025
-,1003.1865,05-Aug-2025
INF00XX01AB8,1004.4095,05-Aug-2025
INF00XX01952,1243.9637,05-Aug-2025
INF00XX01AC6,1004.419,05-Aug-2025
-,1003.5599,05-Aug-2025
INF174K01FD6,43.1889,05-Aug-2025
INF174K01FH7,10.7481,05-Aug-2025
INF174K01JP2,45.2643,05-Aug-2025
INF174K01JQ0,19.5165,05-Aug-2025
-,1102.1317,05-Aug-2025
INF767K01QU8,1360.2931,05-Aug-2025
INF767K01QT0,1360.1419,05-Aug-2025
INF767K01QR4,1103.0887,05-Aug-2025
-,1093.4116,05-Aug-2025
INF767K01QO1,1330.3378,05-Aug-2025
INF767K01QN3,1330.5477,05-Aug-2025
INF767K01QL7,1031.2934,05-Aug-2025
-,1180.1314,05-Aug-2025
-,1003.8579,05-Aug-2025
INF174V01887,1419.8415,05-Aug-2025
-,1093.4615,05-Aug-2025
INF174V01853,1385.6095,05-Aug-2025
-,1004.0939,05-Aug-2025
INF769K01GK6,1332.4757,05-Aug-2025
INF769K01GJ8,1332.2747,05-Aug-2025
INF769K01GH2,1317.9261,05-Aug-2025
INF769K01GG4,1317.4497,05-Aug-2025
INF247L01247,17.5328,05-Aug-2025
INF247L01213,16.5667,05-Aug-2025
-,11.7326,05-Aug-2025
-,11.8088,05-Aug-2025
INF247L01403,12.0252,05-Aug-2025
-,11.7302,05-Aug-2025
INF247L01395,11.7562,05-Aug-2025
-,11.4495,05-Aug-2025
-,11.5109,05-Aug-2025
INF247L01320,11.4823,05-Aug-2025
INF247L01338,11.6943,05-Aug-2025
-,11.4662,05-Aug-2025
-,1114.15,05-Aug-2025
-,1114.15,05-Aug-2025
INF204K01YI1,1030.4808,05-Aug-2025
INF204K01YK7,1024.7542,05-Aug-2025
-,1092.46,05-Aug-2025
INF204K01UF5,1020.4563,05-Aug-2025
INF204K01UH1,1017.4427,05-Aug-2025
-,1092.3718,05-Aug-2025
INF204K01YH3,4476.7731,05-Aug-2025
INF204K01UE8,4056.8899,05-Aug-2025
INF223J01FH4,10.0203,05-Aug-2025
-,10.0241,05-Aug-2025
INF223J01QO7,35.8907,05-Aug-2025
INF223J01QP4,12.4532,05-Aug-2025
INF223J01QR0,10.2725,05-Aug-2025
INF223J01FK8,34.3028,05-Aug-2025
INF223J01FL6,14.8145,05-Aug-2025
INF223J01FO0,10.0841,05-Aug-2025
-,2290.3742,05-Aug-2025
INF200K01TF5,6125.2011,05-Aug-2025
INF200K01TH1,1273.545,05-Aug-2025
-,2266.7309,05-Aug-2025
INF200K01LJ4,6018.0526,05-Aug-2025
INF200K01LM8,1265.5563,05-Aug-2025
INF173K01CX3,1071.962,05-Aug-2025
INF903JA1JQ0,1209.0534,27-Jun-2025
INF173K01HI3,2951.5606,05-Aug-2025
INF173K01HK9,1078.6583,05-Aug-2025
INF173K01CU9,2702.8034,05-Aug-2025
INF903JA1JN7,1155.9153,27-Jun-2025
-,15.0234,05-Aug-2025
-,10.4023,05-Aug-2025
-,14.2704,05-Aug-2025
-,10.3758,05-Aug-2025
INF277K012T8,15.0234,05-Aug-2025
INF277K014T4,10.4023,05-Aug-2025
INF277K011T0,15.0082,05-Aug-2025
INF277K017S9,14.2704,05-Aug-2025
INF277K019S5,10.3758,05-Aug-2025
INF277K016S1,14.2682,05-Aug-2025
INF789FA1Q42,1441.1398,05-Aug-2025
INF789F01TG5,1524.2424,05-Aug-2025
INF789FB1KQ0,2222.9087,05-Aug-2025
INF789FA1P68,1325.7666,05-Aug-2025
INF789F01TI1,4581.6612,05-Aug-2025
INF789FA1Q26,1452.6906,05-Aug-2025
INF789FA1P84,1157.4581,05-Aug-2025
INF789FA1Q00,1902.3514,05-Aug-2025
INF789FB1S63,1084.4161,05-Aug-2025
INF789F01PM1,3058.3849,05-Aug-2025
INF789FA1P43,1396.7399,05-Aug-2025
-,1049.5386,05-Aug-2025
INF789FB1KS6,1647.7065,05-Aug-2025
INF789FA1O69,1321.4322,05-Aug-2025
INF789F01570,4268.297,05-Aug-2025
INF789FA1P27,1012.1408,05-Aug-2025
INF789FA1O85,1092.1416,05-Aug-2025
INF789FA1P01,1260.2365,05-Aug-2025
-,1367.0618,05-Aug-2025
-,1004.9892,05-Aug-2025
INF03VN01183,1005.9788,05-Aug-2025
INF03VN01209,1419.8866,05-Aug-2025
INF03VN01217,1008.8923,05-Aug-2025
INF03VN01233,1004.8397,05-Aug-2025
-,1004.9892,05-Aug-2025
INF03VN01266,1005.8218,05-Aug-2025
INF03VN01282,1370.8462,05-Aug-2025
INF03VN01290,1007.4784,05-Aug-2025
INF03VN01316,1006.2616,05-Aug-2025
INF205K01LE4,157.64,05-Aug-2025
INF205K01LC8,73.47,05-Aug-2025
INF205K01189,134.44,05-Aug-2025
INF205K01205,54.87,05-Aug-2025
INF174K01KZ9,174.788,05-Aug-2025
INF174K01LA0,62.198,05-Aug-2025
INF174K01245,148.118,05-Aug-2025
INF174K01260,51.056,05-Aug-2025
INF200K01RA0,410.9552,05-Aug-2025
INF200K01QY2,86.7295,05-Aug-2025
INF200K01347,65.2238,05-Aug-2025
INF200K01362,376.1351,05-Aug-2025
INF209K01WA1,477.47,05-Aug-2025
INF209K01405,434.57,05-Aug-2025
INF209K01Q55,46.97,05-Aug-2025
INF209K01397,25.88,05-Aug-2025
INF251K01TV5,9.5257,05-Aug-2025
INF251K01TW3,9.5257,05-Aug-2025
INF251K01TS1,9.3826,05-Aug-2025
INF251K01TT9,9.3826,05-Aug-2025
INF090I01IT8,147.7179,05-Aug-2025
INF090I01IR2,28.8439,05-Aug-2025
INF090I01932,25.5118,05-Aug-2025
INF090I01957,134.9087,05-Aug-2025
INF179KC1AO6,26.168,05-Aug-2025
INF179KC1AR9,24.501,05-Aug-2025
INF179KC1AP3,22.684,05-Aug-2025
INF179KC1AS7,21.016,05-Aug-2025
INF109KA1UA0,57.76,05-Aug-2025
INF109KA1UB8,26.51,05-Aug-2025
INF109KA1TX4,51.75,05-Aug-2025
INF109KA1TY2,20.6,05-Aug-2025
INF397L01LC1,32.7444,05-Aug-2025
INF397L01KZ4,32.7313,05-Aug-2025
INF397L01KY7,30.1858,05-Aug-2025
INF397L01KV3,30.1852,05-Aug-2025
INF200KA14W3,15.1467,05-Aug-2025
INF200KA15W0,15.1481,05-Aug-2025
INF200KA11W9,14.7731,05-Aug-2025
INF200KA12W7,14.773,05-Aug-2025
INF173K01EV3,144.7767,05-Aug-2025
INF173K01ES9,64.5777,05-Aug-2025
INF173K01AD9,38.5564,05-Aug-2025
INF173K01AC1,132.5898,05-Aug-2025
INF277K015Z8,19.0664,05-Aug-2025
INF277K017Z4,19.0664,05-Aug-2025
-,19.0664,05-Aug-2025
INF277K018Z2,17.7005,05-Aug-2025
INF277KA1018,17.7005,05-Aug-2025
-,17.7005,05-Aug-2025
INF789F01SU8,40.222,05-Aug-2025
INF789F01448,33.5544,05-Aug-2025
INF789F01463,173.6728,05-Aug-2025
INF789F01SW4,187.5033,05-Aug-2025
INF579M01AN2,13.879,05-Aug-2025
INF579M01AO0,13.879,05-Aug-2025
INF579M01AL6,13.7889,05-Aug-2025
INF579M01AM4,13.7889,05-Aug-2025
INF209K01UN8,66.88,05-Aug-2025
INF209K01108,59.91,05-Aug-2025
INF209K01P23,447.2,05-Aug-2025
INF209K01090,195.56,05-Aug-2025
INF846K01EW2,108.0923,05-Aug-2025
INF846K01EX0,54.6005,05-Aug-2025
INF846K01131,95.6779,05-Aug-2025
INF846K01149,25.5732,05-Aug-2025
INF0QA701AK0,11.094,05-Aug-2025
INF0QA701AL8,11.094,05-Aug-2025
INF0QA701AI4,10.992,05-Aug-2025
INF0QA701AJ2,10.992,05-Aug-2025
INF194K01Y29,171.872,05-Aug-2025
INF194K01Y37,42.446,05-Aug-2025
INF194K01292,149.561,05-Aug-2025
INF194K01300,32.238,05-Aug-2025
INF761K01884,182.6,05-Aug-2025
INF761K01876,72.92,05-Aug-2025
INF761K01157,169.55,05-Aug-2025
INF761K01132,28.14,05-Aug-2025
INF761K01181,156.73,05-Aug-2025
INF761K01165,30.19,05-Aug-2025
INF251K01HF3,106.2667,05-Aug-2025
INF251K01HH9,28.726,05-Aug-2025
INF251K01985,94.2323,05-Aug-2025
INF251K01AA9,22.6232,05-Aug-2025
INF760K01EL8,193.92,05-Aug-2025
INF760K01EJ2,79.09,05-Aug-2025
INF760K01100,173.43,05-Aug-2025
INF760K01084,48.8,05-Aug-2025
INF740K01OK1,152.138,05-Aug-2025
INF740K01OL9,92.482,05-Aug-2025
INF740K01185,136.947,05-Aug-2025
INF740K01169,24.063,05-Aug-2025
INF754K01BX2,43.37,05-Aug-2025
INF754K01CA8,128.25,05-Aug-2025
INF754K01517,108.36,05-Aug-2025
INF754K01525,29.0,05-Aug-2025
INF090I01JS8,1625.7342,05-Aug-2025
INF090I01JT6,76.6175,05-Aug-2025
INF090I01783,66.0668,05-Aug-2025
INF090I01775,1457.5879,05-Aug-2025
INF666M01DL5,22.7,05-Aug-2025
INF666M01DK7,22.73,05-Aug-2025
INF666M01DO9,20.03,05-Aug-2025
INF666M01DN1,20.03,05-Aug-2025
INF179K01YS4,1506.844,05-Aug-2025
INF179K01BB8,1394.955,05-Aug-2025
INF179K01YQ8,101.016,05-Aug-2025
INF179K01AZ9,74.555,05-Aug-2025
INF917K01GP0,145.2749,05-Aug-2025
INF917K01GO3,40.8556,05-Aug-2025
INF677K01064,133.2525,05-Aug-2025
INF677K01072,27.9177,05-Aug-2025
INF336L01BA4,94.6214,05-Aug-2025
INF336L01EE0,106.2636,05-Aug-2025
INF336L01AZ3,34.6265,05-Aug-2025
INF336L01ER2,39.0106,05-Aug-2025
INF109K01Y31,1020.19,05-Aug-2025
INF109K01Y15,46.61,05-Aug-2025
INF109K01464,918.82,05-Aug-2025
INF109K01FN1,23.73,05-Aug-2025
INF205K01NT8,147.03,05-Aug-2025
INF205K01NR2,31.96,05-Aug-2025
INF205K01270,124.25,05-Aug-2025
INF205K01296,24.32,05-Aug-2025
INF00XX01390,26.7524,05-Aug-2025
INF00XX01408,24.669,05-Aug-2025
INF00XX01374,23.8317,05-Aug-2025
INF00XX01382,21.8697,05-Aug-2025
INF192K01CE3,54.22,05-Aug-2025
INF192K01CD5,52.8832,05-Aug-2025
INF192K01650,47.4496,05-Aug-2025
INF192K01643,47.4489,05-Aug-2025
INF174K01369,114.378,05-Aug-2025
INF174K01LI3,134.048,05-Aug-2025
INF174K01385,42.806,05-Aug-2025
INF174K01LJ1,56.152,05-Aug-2025
INF767K01EM1,172.9175,05-Aug-2025
INF767K01EL3,38.188,05-Aug-2025
INF767K01956,151.3839,05-Aug-2025
INF767K01931,31.6912,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
-,40.5933,05-Aug-2025
-,36.4917,05-Aug-2025
INF174V01093,33.0956,05-Aug-2025
INF174V01085,18.2675,05-Aug-2025
INF174V01101,22.3959,05-Aug-2025
INF174V01077,28.1947,05-Aug-2025
INF769K01DM9,54.569,05-Aug-2025
INF769K01DN7,29.888,05-Aug-2025
INF769K01DK3,48.213,05-Aug-2025
INF769K01DL1,25.39,05-Aug-2025
INF247L01569,59.1761,05-Aug-2025
INF247L01551,30.625,05-Aug-2025
INF247L01544,51.6259,05-Aug-2025
INF247L01577,39.3236,05-Aug-2025
INF959L01CE3,33.0483,05-Aug-2025
INF959L01CG8,28.2004,05-Aug-2025
INF959L01CD5,33.4639,05-Aug-2025
INF959L01CF0,28.2031,05-Aug-2025
INF959L01GR6,14.8566,05-Aug-2025
INF959L01GT2,14.8635,05-Aug-2025
INF959L01GS4,14.5066,05-Aug-2025
INF959L01GU0,14.564,05-Aug-2025
INF204KA1E04,21.4806,05-Aug-2025
INF204KA1E12,23.3436,05-Aug-2025
INF204K01L30,47.255,05-Aug-2025
INF204K01GL2,35.3371,05-Aug-2025
INF204K01GK4,127.5773,05-Aug-2025
INF204K01L55,140.0737,05-Aug-2025
INF0J8L01115,15.13,05-Aug-2025
INF0J8L01123,15.13,05-Aug-2025
INF0J8L01099,14.56,05-Aug-2025
INF0J8L01107,14.56,05-Aug-2025
INF663L01FO3,19.33,05-Aug-2025
INF663L01FN5,39.81,05-Aug-2025
INF663L01FR6,18.18,05-Aug-2025
INF663L01FQ8,34.76,05-Aug-2025
INF879O01100,33.7752,05-Aug-2025
INF879O01092,31.4108,05-Aug-2025
INF966L01986,400.8827,05-Aug-2025
INF966L01135,358.1451,05-Aug-2025
INF966L01960,53.4399,05-Aug-2025
INF966L01119,49.7326,05-Aug-2025
INF082J01069,128.9,05-Aug-2025
INF082J01077,128.07,05-Aug-2025
INF082J01366,122.91,05-Aug-2025
INF082J01374,122.08,05-Aug-2025
INF0K1H01065,13.83,05-Aug-2025
INF0K1H01057,13.31,05-Aug-2025
INF200K01UK3,115.2682,05-Aug-2025
INF200K01UM9,465.3752,05-Aug-2025
INF200K01479,87.2817,05-Aug-2025
INF200K01495,430.5103,05-Aug-2025
INF680P01158,23.4205,05-Aug-2025
INF680P01166,23.2488,05-Aug-2025
INF680P01133,20.8413,05-Aug-2025
INF680P01141,20.844,05-Aug-2025
INF903J01NN3,233.0527,05-Aug-2025
INF903J01NL7,20.5676,05-Aug-2025
INF903J01538,219.9565,05-Aug-2025
INF903J01512,16.9233,05-Aug-2025
INF173K01NN1,542.1188,05-Aug-2025
INF173K01HZ7,542.6688,05-Aug-2025
INF173K01361,507.5033,05-Aug-2025
INF173K01NM3,406.9895,05-Aug-2025
INF277K01I94,224.6713,05-Aug-2025
INF277K01I60,97.7461,05-Aug-2025
INF277K01I86,50.0211,05-Aug-2025
INF277K01I52,43.6776,05-Aug-2025
INF044D01CG6,200.87,05-Aug-2025
INF044D01CH4,92.58,05-Aug-2025
INF044D01AC9,184.25,05-Aug-2025
INF044D01997,86.31,05-Aug-2025
INF582M01765,69.84,05-Aug-2025
INF582M01781,69.84,05-Aug-2025
INF582M01302,64.29,05-Aug-2025
INF582M01328,35.94,05-Aug-2025
INF789F01TF7,226.0275,05-Aug-2025
INF789F01TD2,53.2664,05-Aug-2025
INF789F01547,201.8474,05-Aug-2025
INF789F01521,38.5611,05-Aug-2025
INF03VN01621,18.135,05-Aug-2025
INF03VN01639,18.135,05-Aug-2025
INF03VN01647,17.281,05-Aug-2025
INF03VN01654,17.281,05-Aug-2025
INF579M01AS1,15.3754,05-Aug-2025
INF579M01AT9,15.3754,05-Aug-2025
INF579M01AP7,14.8713,05-Aug-2025
INF579M01AQ5,14.8713,05-Aug-2025
INF209K01XX1,1972.85,05-Aug-2025
INF209K01AJ8,1764.71,05-Aug-2025
INF209KA1LE0,228.63,05-Aug-2025
INF209K01AQ3,161.82,05-Aug-2025
INF846K01B28,29.42,05-Aug-2025
INF846K01B02,19.19,05-Aug-2025
INF846K01B51,26.63,05-Aug-2025
INF846K01B36,17.55,05-Aug-2025
INF0QA701383,14.531,05-Aug-2025
INF0QA701342,14.949,05-Aug-2025
INF0QA701359,14.949,05-Aug-2025
INF0QA701409,14.531,05-Aug-2025
INF194K01391,205.822,05-Aug-2025
INF194K01409,49.151,05-Aug-2025
INF194K01W62,225.108,05-Aug-2025
INF194K01W70,53.565,05-Aug-2025
INF761K01FF5,36.59,05-Aug-2025
INF761K01FE8,31.27,05-Aug-2025
INF761K01FI9,33.77,05-Aug-2025
INF761K01FH1,30.68,05-Aug-2025
INF251K01QZ2,16.1537,05-Aug-2025
INF251K01RA3,14.7363,05-Aug-2025
INF251K01QW9,15.4829,05-Aug-2025
INF251K01QX7,14.1259,05-Aug-2025
INF760K01EF0,380.66,05-Aug-2025
INF760K01ED5,94.59,05-Aug-2025
INF760K01019,339.26,05-Aug-2025
INF760K01027,62.19,05-Aug-2025
INF740K01PI2,111.944,05-Aug-2025
INF740K01PJ0,89.847,05-Aug-2025
INF740K01037,100.638,05-Aug-2025
INF740K01011,62.269,05-Aug-2025
INF843K01KK1,43.349,05-Aug-2025
INF843K01KL9,35.59,05-Aug-2025
INF843K01KO3,30.751,05-Aug-2025
INF843K01KN5,37.451,05-Aug-2025
INF090I01FK3,1797.8117,05-Aug-2025
