isin,nav,nav_date
-,1717.8746,11-Dec-2025
INF205K01IB6,1300.3742,11-Dec-2025
INF192K01FL1,23.6074,11-Dec-2025
-,10.8444,11-Dec-2025
-,11.1266,11-Dec-2025
INF192K01DW3,39.2087,11-Dec-2025
-,11.4457,11-Dec-2025
-,10.814,11-Dec-2025
-,11.0851,11-Dec-2025
INF192K01AY5,38.087,11-Dec-2025
-,11.4054,11-Dec-2025
INF192K01FJ5,22.9464,11-Dec-2025
INF178L01AZ9,1597.0915,11-Dec-2025
INF178L01AX4,3758.0626,11-Dec-2025
INF178L01202,3434.2899,11-Dec-2025
INF178L01210,1309.055,11-Dec-2025
INF767K01FL0,10.0455,11-Dec-2025
INF767K01FM8,44.1393,11-Dec-2025
INF767K01FP1,23.0516,11-Dec-2025
INF767K01JJ6,15.3752,11-Dec-2025
INF767K01AK3,10.7126,11-Dec-2025
INF767K01AO5,40.5828,11-Dec-2025
INF767K01AM9,13.994,11-Dec-2025
INF767K01AP2,13.9342,11-Dec-2025
-,1215.5765,11-Dec-2025
INF174V01309,1133.8127,11-Dec-2025
-,1029.7166,11-Dec-2025
INF174V01267,1806.4153,11-Dec-2025
-,1007.6327,11-Dec-2025
INF174V01218,1678.113,11-Dec-2025
INF174V01259,1114.0054,11-Dec-2025
-,1051.9494,11-Dec-2025
-,1208.3082,11-Dec-2025
INF769K01BO9,2533.6389,11-Dec-2025
INF769K01BP6,1161.8515,11-Dec-2025
INF769K01BQ4,1010.9894,11-Dec-2025
-,1454.308,11-Dec-2025
-,1004.5869,11-Dec-2025
INF769K01937,2320.7926,11-Dec-2025
INF769K01960,1088.9283,11-Dec-2025
INF769K01978,1010.0125,11-Dec-2025
-,1106.5567,11-Dec-2025
-,1014.3091,11-Dec-2025
-,1014.3994,11-Dec-2025
INF204KA1EK7,2164.3975,11-Dec-2025
INF204K01ZX7,1040.9212,11-Dec-2025
INF204K01ZZ2,1034.7735,11-Dec-2025
INF204K01A17,1014.7303,11-Dec-2025
INF204K01G03,2377.2233,11-Dec-2025
INF204K01ZU3,4092.3389,11-Dec-2025
INF204KA1EI1,2046.1633,11-Dec-2025
INF204K01EZ7,1032.7751,11-Dec-2025
INF204K01FB5,1033.2884,11-Dec-2025
-,1014.3084,11-Dec-2025
INF204K01EN3,3652.8941,11-Dec-2025
INF204K01EO1,2721.9142,11-Dec-2025
INF204K01ER4,1034.5051,11-Dec-2025
INF204K01ET0,1032.9767,11-Dec-2025
INF204K01OP7,1014.7417,11-Dec-2025
INF204K01OO0,1014.5676,11-Dec-2025
INF204K01EW4,2234.9772,11-Dec-2025
INF204K01EV6,3849.3308,11-Dec-2025
-,1441.7232,11-Dec-2025
INF200K01VK1,1466.9279,11-Dec-2025
INF200K01VM7,3739.9836,11-Dec-2025
INF200K01VN5,1661.9409,11-Dec-2025
INF200K01VP0,1443.8325,11-Dec-2025
-,1397.3855,11-Dec-2025
INF200K01MM6,1421.846,11-Dec-2025
INF200K01MO2,3587.515,11-Dec-2025
INF200K01MP9,1573.42,11-Dec-2025
INF200K01MR5,1397.3744,11-Dec-2025
-,1397.716,11-Dec-2025
INF200K01MG8,3650.7808,11-Dec-2025
INF200K01MJ2,1394.2463,11-Dec-2025
-,1341.6648,27-Jun-2025
-,1009.6449,28-Jun-2024
INF173K01FS6,3819.7605,11-Dec-2025
INF173K01FT4,1117.4559,11-Dec-2025
INF903JA1KA2,1006.3073,28-Jun-2024
INF903JA1JU2,1010.4171,28-Jun-2024
-,1015.7943,28-Jun-2024
INF903JA1KB0,1098.0393,28-Jun-2024
INF903JA1JV0,1088.0156,28-Jun-2024
INF903JA1JT4,1210.1093,27-Jun-2025
INF173K01DG6,3550.5536,11-Dec-2025
INF173K01DJ0,1100.5829,11-Dec-2025
INF903JA1JZ1,1255.0849,27-Jun-2025
INF277K01OK4,4159.8344,11-Dec-2025
INF277K01MA9,4039.0151,11-Dec-2025
-,1002.9741,11-Dec-2025
INF277K01OL2,2638.5249,11-Dec-2025
INF277K019B1,1007.8076,11-Dec-2025
-,1002.9434,11-Dec-2025
INF277K01MC5,2560.036,11-Dec-2025
INF277K01MD3,1007.7889,11-Dec-2025
INF582M01LQ6,10.2425,11-Dec-2025
INF582M01LR4,10.2425,11-Dec-2025
INF582M01LU8,10.2104,11-Dec-2025
INF582M01LN3,10.2104,11-Dec-2025
INF789F01XF9,1374.2032,11-Dec-2025
-,1417.3746,11-Dec-2025
INF789FA1O44,1575.94,11-Dec-2025
INF789FA1O02,1337.8621,11-Dec-2025
INF789F01XI3,3712.3931,11-Dec-2025
INF789FA1O28,1436.3578,11-Dec-2025
INF789F01XJ1,1449.424,11-Dec-2025
INF789F01XL7,1990.4735,11-Dec-2025
INF789F01XN3,1020.9781,11-Dec-2025
INF789F01OK8,3471.5537,11-Dec-2025
-,1065.8744,11-Dec-2025
INF789F01OO0,2284.4804,11-Dec-2025
INF789F01OM4,4306.7584,11-Dec-2025
INF789F01PA6,1085.229,11-Dec-2025
INF789F01331,6460.8701,11-Dec-2025
INF789F01OY9,1022.2583,11-Dec-2025
INF789F01OS1,3053.1235,11-Dec-2025
-,1407.942,11-Dec-2025
INF789FA1N86,1389.3916,11-Dec-2025
INF789FA1N45,1329.2013,11-Dec-2025
INF789F01OT9,3652.9914,11-Dec-2025
INF789FA1N60,1442.0185,11-Dec-2025
INF789F01OU7,1436.1302,11-Dec-2025
INF789F01OW3,1409.225,11-Dec-2025
INF789F01PB4,1411.5039,11-Dec-2025
INF209KA1KN3,14.5121,11-Dec-2025
INF209KA1KO1,18.1761,11-Dec-2025
INF209KA1KP8,14.1026,11-Dec-2025
INF209K01XA9,44.853,11-Dec-2025
INF209K01603,41.1147,11-Dec-2025
INF209K01595,13.6321,11-Dec-2025
INF209K01611,16.6037,11-Dec-2025
INF209K01637,13.4259,11-Dec-2025
INF846K01DT0,31.7712,11-Dec-2025
INF846K01DU8,11.9389,11-Dec-2025
INF846K01DW4,10.5743,11-Dec-2025
INF846K01BP2,28.8348,11-Dec-2025
INF846K01BR8,10.5442,11-Dec-2025
INF846K01BQ0,10.313,11-Dec-2025
INF194K01T59,10.5384,11-Dec-2025
-,10.3925,11-Dec-2025
INF194K01T83,10.2659,24-Nov-2025
INF194K01S50,50.9072,11-Dec-2025
INF194K01T26,10.4322,11-Dec-2025
INF194KA1TD2,13.2898,11-Dec-2025
INF194K01S92,11.3652,11-Dec-2025
INF194K01KF9,10.2298,11-Dec-2025
INF194K01JW6,10.2531,11-Dec-2025
INF194K01KI3,10.2373,11-Dec-2025
INF194K01JU0,46.5641,11-Dec-2025
INF194K01KC6,10.1986,11-Dec-2025
INF194KA1TA8,14.6683,11-Dec-2025
INF194K01JZ9,11.1613,11-Dec-2025
INF740K01MZ3,89.2354,11-Dec-2025
INF740K01NB2,12.0249,11-Dec-2025
INF740K01NA4,11.2591,11-Dec-2025
INF740K01557,83.9037,11-Dec-2025
INF740K01565,11.8824,11-Dec-2025
INF740K01573,11.155,11-Dec-2025
INF179K01897,10.0877,11-Dec-2025
INF179KA1NP8,10.0907,11-Dec-2025
INF179K01913,57.7477,11-Dec-2025
INF179K01WI9,62.8541,11-Dec-2025
INF179KA1E16,19.4875,11-Dec-2025
INF179KA1D90,21.002,11-Dec-2025
INF917K01WF8,12.2187,11-Dec-2025
INF917K01TK4,22.9136,11-Dec-2025
INF917K01TM0,11.636,11-Dec-2025
INF917K01WE1,11.1294,11-Dec-2025
INF917K01TH0,20.9381,11-Dec-2025
INF917K01TJ6,10.5595,11-Dec-2025
INF109K015A5,51.0992,11-Dec-2025
INF109K018A9,11.4442,11-Dec-2025
INF109K01AH4,46.4114,11-Dec-2025
INF109K01UF6,10.8536,11-Dec-2025
INF205KA1411,1308.913,11-Dec-2025
INF205KA1429,1308.9809,11-Dec-2025
INF205KA1403,1054.1205,11-Dec-2025
INF205KA1361,1261.6671,11-Dec-2025
INF205KA1379,1261.6636,11-Dec-2025
INF205KA1353,1051.4974,11-Dec-2025
INF174K01VSI,26.3092,11-Dec-2025
INF174K01VQ5,26.3069,11-Dec-2025
INF174K01VL6,23.5658,11-Dec-2025
INF174K01VN2,14.4644,11-Dec-2025
INF204KA1QC8,11.0285,11-Dec-2025
INF204KB11R9,0.0,11-Dec-2025
INF204KB16Q0,0.0,11-Dec-2025
INF204KB18Q6,0.0,11-Dec-2025
INF204KB12R7,0.0,11-Dec-2025
INF204KB14R3,0.0,11-Dec-2025
INF204KA1QG9,17.5748,11-Dec-2025
INF204KA1QF1,17.5711,11-Dec-2025
INF204KA1QH7,14.8207,11-Dec-2025
INF204KA1QI5,11.1281,11-Dec-2025
INF204KA1PZ1,16.1883,11-Dec-2025
INF204KA1QB0,13.8525,11-Dec-2025
INF204KB15Q2,0.0,11-Dec-2025
INF204KB10R1,0.0,11-Dec-2025
INF204KB16R8,0.0,11-Dec-2025
INF200K01VB0,56.8878,11-Dec-2025
INF200K01UZ1,22.1133,11-Dec-2025
INF200K01719,52.5185,11-Dec-2025
INF200K01727,20.3577,11-Dec-2025
INF903J01PO6,78.5605,11-Dec-2025
INF903J01PH0,15.6036,27-Jun-2025
INF903J01PK4,27.2286,11-Dec-2025
INF903J01FY6,75.2476,07-Jan-2025
INF903J01FQ2,70.1228,11-Dec-2025
INF903J01FX8,23.6242,27-Jun-2025
INF903J01FT6,13.7426,27-Jun-2025
INF903J01FS8,13.5927,27-Jun-2025
INF903J01FR0,13.3401,11-Dec-2025
INF789F1ASC5,0.0,11-Dec-2025
INF789F1ASG6,0.0,11-Dec-2025
INF789F1ASB7,0.0,11-Dec-2025
INF789F1ASE1,0.0,11-Dec-2025
INF789F1ASI2,0.0,11-Dec-2025
INF789F1ARZ8,0.0,11-Dec-2025
INF789F1ASN2,0.0,11-Dec-2025
INF789F1ASR3,0.0,11-Dec-2025
INF789F1ASM4,0.0,11-Dec-2025
INF789F1ASP7,0.0,11-Dec-2025
INF789F1AST9,0.0,11-Dec-2025
INF789F1ASK8,0.0,11-Dec-2025
INF789FB1KL1,14.8299,11-Dec-2025
INF789FB1KO5,15.5665,11-Dec-2025
INF789FB1KE6,20.0218,11-Dec-2025
INF789FB1KJ5,14.9967,11-Dec-2025
INF789FB1KF3,10.5603,11-Dec-2025
INF789FB1KH9,14.9804,11-Dec-2025
INF789FB1KA4,13.6534,11-Dec-2025
INF789FB1KC0,13.7523,11-Dec-2025
INF789FB1JU4,18.6152,11-Dec-2025
INF789FB1JY6,13.4197,11-Dec-2025
INF789FB1JV2,13.4249,11-Dec-2025
INF789FB1JW0,14.1332,11-Jul-2025
INF209K01LD8,30.0154,20-Sep-2024
INF209KA1WL2,12.7359,11-Dec-2025
INF209K01R13,14.2196,11-Dec-2025
INF209K01WY1,136.3844,11-Dec-2025
INF209K01579,126.2284,11-Dec-2025
INF209KA1WJ6,11.9267,11-Dec-2025
INF209K01587,13.2181,11-Dec-2025
INF194K01R77,16.2114,11-Dec-2025
INF194K01R51,71.4628,11-Dec-2025
INF194K01S01,12.7746,11-Dec-2025
INF194KA1SX2,17.3732,11-Dec-2025
INF194K01S35,12.6778,11-Dec-2025
INF194K01IN7,11.801,11-Dec-2025
INF194K01IL1,65.1248,11-Dec-2025
INF194K01IQ0,11.8705,11-Dec-2025
INF194KA1SU8,13.9772,11-Dec-2025
INF194K01IT4,12.0896,11-Dec-2025
INF194K01HF5,58.5517,11-Dec-2025
INF194K01HH1,10.3496,11-Dec-2025
INF761K01850,18.1652,11-Dec-2025
INF761K01819,36.9693,11-Dec-2025
INF761K01793,16.8468,11-Dec-2025
INF761K01835,16.4691,11-Dec-2025
INF761K01397,35.6843,11-Dec-2025
INF761K01413,27.0284,11-Dec-2025
INF761K01454,16.7103,11-Dec-2025
INF761K01462,34.4233,11-Dec-2025
INF761K01488,17.7225,11-Dec-2025
INF761K01504,18.3688,11-Dec-2025
INF760K01FI1,62.689,11-Dec-2025
INF760K01FG5,17.0104,11-Dec-2025
INF760K01324,55.6227,11-Dec-2025
INF760K01340,14.8632,11-Dec-2025
INF090I01XH2,10.6394,11-Dec-2025
INF090I01XG4,10.8774,11-Dec-2025
INF090I01XD1,10.8092,11-Dec-2025
INF090I01XE9,10.5767,11-Dec-2025
INF179K01962,58.5565,11-Dec-2025
INF179K01WL3,64.9439,11-Dec-2025
INF179KA1Q12,20.538,11-Dec-2025
INF179KA1Q38,18.4665,11-Dec-2025
INF179K01947,11.3871,11-Dec-2025
INF179K01WJ7,12.7709,11-Dec-2025
INF336L01DE2,47.5624,11-Dec-2025
INF336L01EO9,10.6815,11-Dec-2025
INF336L01776,42.507,11-Dec-2025
INF336L01784,10.6393,11-Dec-2025
INF109K01V83,43.2471,11-Dec-2025
INF109KA1X77,10.8648,11-Dec-2025
INF109K01V59,11.496,11-Dec-2025
INF109K01V75,11.6506,11-Dec-2025
INF109K01BO8,40.7618,11-Dec-2025
INF109KA1X51,11.1864,11-Dec-2025
INF109K01EU9,11.2871,11-Dec-2025
INF109K01EV7,11.2765,11-Dec-2025
INF192K01CX3,28.556,27-Jan-2025
INF192K01CW5,70.328,11-Dec-2025
INF192K01CU9,24.8509,11-Dec-2025
INF192K01AB3,62.9821,11-Dec-2025
INF192K01999,21.4143,11-Dec-2025
INF192K01AC1,25.7678,11-Dec-2025
INF174K01JD8,29.0187,11-Dec-2025
INF174K01JC0,87.1872,11-Dec-2025
INF174K01EQ1,47.3682,11-Dec-2025
INF174K01EM0,77.3144,11-Dec-2025
INF397L01GD9,19.1329,11-Dec-2025
INF767K01EW0,79.1904,11-Dec-2025
INF767K01EV2,19.133,11-Dec-2025
INF397L01GA5,19.1331,11-Dec-2025
INF397L01FX9,16.0347,11-Dec-2025
INF767K01923,73.153,11-Dec-2025
INF767K01907,16.0348,11-Dec-2025
INF397L01FU5,16.0347,11-Dec-2025
INF204K01CT4,13.1039,11-Dec-2025
INF204K01YT8,14.4483,11-Dec-2025
INF204K01YR2,13.5477,11-Dec-2025
INF204K01YN1,11.4286,11-Dec-2025
INF204K01F38,28.8358,11-Dec-2025
INF204K01CM9,25.843,11-Dec-2025
INF204K01CL1,89.8908,11-Dec-2025
INF204K01CR8,12.5755,11-Dec-2025
INF204K01CP2,13.1649,11-Dec-2025
INF204K01YP6,13.9316,11-Dec-2025
INF204K01XS2,100.9095,11-Dec-2025
INF204K01CN7,10.7527,11-Dec-2025
INF200K01SP6,21.9641,11-Dec-2025
INF200K01YS8,22.486,11-Dec-2025
INF200K01610,18.7086,11-Dec-2025
INF200K01YQ2,20.1429,11-Dec-2025
INF200K01SO9,46.9541,11-Dec-2025
INF200K01SR2,77.4137,11-Dec-2025
INF200K01602,43.3386,11-Dec-2025
INF200K01594,71.5265,11-Dec-2025
INF789FA1T80,13.2227,11-Dec-2025
INF789FA1U04,15.7252,11-Dec-2025
INF789FA1T64,15.1342,11-Dec-2025
INF789F01SO1,25.5078,11-Dec-2025
INF789FA1T23,13.0206,11-Dec-2025
INF789FA1T49,14.4008,11-Dec-2025
INF789FA1T07,14.6319,11-Dec-2025
INF789F01380,19.0215,11-Dec-2025
INF789F01406,74.061,11-Dec-2025
INF789F01SQ6,80.8271,11-Dec-2025
-,100.02,11-Dec-2025
-,100.02,11-Dec-2025
INF209K01UV1,100.1204,11-Dec-2025
INF209K01RV7,380.8559,11-Dec-2025
INF209K01UU3,386.0429,11-Dec-2025
-,100.015,11-Dec-2025
-,103.7908,11-Dec-2025
INF209K01MJ3,469.4156,11-Dec-2025
-,100.1181,11-Dec-2025
INF846K01Q96,1299.4858,11-Dec-2025
-,1005.6131,11-Dec-2025
INF846K01Q62,1487.7189,11-Dec-2025
INF846K01R12,1011.3648,11-Dec-2025
INF846K01R38,1182.7475,11-Dec-2025
INF846K01R79,1285.5724,11-Dec-2025
-,1005.6127,11-Dec-2025
INF846K01R46,1473.1155,11-Dec-2025
INF846K01R95,1007.7935,11-Dec-2025
INF846K01S11,1168.7169,11-Dec-2025
INF0QA701334,1195.4724,11-Dec-2025
INF0QA701391,1195.4724,11-Dec-2025
INF0QA701433,1038.8849,11-Dec-2025
INF0QA701441,1178.8155,11-Dec-2025
INF0QA701466,1178.8155,11-Dec-2025
INF0QA701482,1047.205,11-Dec-2025
INF194KA1TG5,13.6023,11-Dec-2025
INF194K01LR2,10.1267,11-Dec-2025
-,10.0994,11-Dec-2025
INF194K01M80,44.9599,11-Dec-2025
INF194K01N22,10.2061,11-Dec-2025
INF194KA1TJ9,16.4869,11-Dec-2025
-,10.1045,11-Dec-2025
INF194K01LL5,10.0994,11-Dec-2025
INF194K01LJ9,41.4732,11-Dec-2025
INF194K01LO9,10.2695,11-Dec-2025
-,10.3576,11-Dec-2025
INF761K01GO5,10.6462,11-Dec-2025
INF761K01GR8,10.6451,11-Dec-2025
-,10.5999,11-Dec-2025
INF761K01GS6,10.5993,11-Dec-2025
INF761K01GW8,10.5999,11-Dec-2025
-,10.6011,11-Dec-2025
INF955L01IG3,1037.0761,11-Dec-2025
-,1000.0,11-Dec-2025
INF955L01IB4,1018.4837,11-Dec-2025
-,1000.0777,11-Dec-2025
INF955L01ID0,1440.9216,11-Dec-2025
INF955L01HY8,1418.8964,11-Dec-2025
-,1005.905,11-Dec-2025
-,1000.2227,11-Dec-2025
-,10.1527,11-Dec-2025
INF740K01NU2,55.832,11-Dec-2025
INF740K01NV0,12.3968,11-Dec-2025
INF740K01NT4,11.012,11-Dec-2025
INF740K01714,54.1201,11-Dec-2025
INF740K01706,12.3585,11-Dec-2025
-,10.1019,11-Dec-2025
INF740K01722,10.9784,11-Dec-2025
INF843K01CI2,32.2724,11-Dec-2025
INF843K01CE1,32.2767,11-Dec-2025
INF843K01CF8,30.102,11-Dec-2025
INF843K01377,24.9832,11-Dec-2025
INF843K01922,28.9544,11-Dec-2025
INF843K01344,29.1954,11-Dec-2025
INF843K01351,27.4642,11-Dec-2025
INF090I01GV8,53.3837,11-Dec-2025
INF090I01WV5,10.1018,11-Dec-2025
INF090I01CA1,51.6304,11-Dec-2025
-,10.1025,11-Dec-2025
-,10.1133,11-Dec-2025
INF090I01LC8,10.9368,11-Dec-2025
INF090I01GT2,11.7513,11-Dec-2025
INF090I01LA2,10.5288,11-Dec-2025
INF090I01BZ0,11.2057,11-Dec-2025
INF090I01WT9,10.0913,11-Dec-2025
INF666M01MW3,10.034,11-Dec-2025
INF666M01MX1,10.034,11-Dec-2025
INF666M01MZ6,10.0304,11-Dec-2025
INF666M01NA7,10.0306,11-Dec-2025
-,1063.64,11-Dec-2025
-,1063.64,11-Dec-2025
INF179KB1HR5,5881.6456,11-Dec-2025
INF179KB1HU9,6003.0596,11-Dec-2025
INF179KB1IH4,1062.6352,11-Dec-2025
INF179KB1IA9,1062.651,11-Dec-2025
-,10.8591,11-Dec-2025
INF917K01FE6,28.503,11-Dec-2025
INF917K01E86,12.2161,11-Dec-2025
-,13.1802,11-Dec-2025
-,10.8591,11-Dec-2025
INF917K01BC9,27.1551,11-Dec-2025
INF917K01BB1,11.5643,11-Dec-2025
-,13.0933,11-Dec-2025
-,100.1435,11-Dec-2025
INF109K01R14,395.5931,11-Dec-2025
INF109K01R30,181.2587,11-Dec-2025
INF109K01R89,100.7821,11-Dec-2025
INF109K01TY9,100.1295,11-Dec-2025
INF109K01TX1,390.6518,11-Dec-2025
INF109K01I64,179.4199,11-Dec-2025
INF109K01TZ6,100.7184,11-Dec-2025
-,1000.29,11-Dec-2025
-,1012.2021,11-Dec-2025
INF205K01RW3,2905.9333,11-Dec-2025
INF205K01RY9,3243.761,11-Dec-2025
INF205K01RZ6,1182.9494,11-Dec-2025
INF205KA1858,1000.781,20-Aug-2025
INF205K01SB5,3135.6924,11-Dec-2025
INF205K01SD1,3132.391,11-Dec-2025
INF205K01SE9,1019.5234,11-Dec-2025
INF205K01SG4,2760.1008,11-Dec-2025
INF205K01SH2,1465.9696,11-Dec-2025
-,1008.5712,11-Dec-2025
INF205KA1833,1000.3261,11-Dec-2025
INF22M001028,1025.9227,11-Dec-2025
INF174K01NA6,4621.7389,11-Dec-2025
INF174K01MW2,4667.2288,11-Dec-2025
INF174K018O0,1051.6911,11-Dec-2025
INF174K019O8,1245.599,11-Dec-2025
INF767K01RE0,1239.4069,11-Dec-2025
INF767K01RF7,1239.407,11-Dec-2025
INF767K01RB6,1222.9018,11-Dec-2025
INF767K01RC4,1222.9018,11-Dec-2025
INF769K01HN8,1315.9008,11-Dec-2025
INF769K01HM0,1313.7306,11-Dec-2025
INF769K01HK4,1295.6658,11-Dec-2025
INF769K01HJ6,1295.6559,11-Dec-2025
-,1006.323,11-Dec-2025
-,1006.2297,11-Dec-2025
INF204K01ZQ1,1023.8998,11-Dec-2025
INF204K01ZS7,1027.284,11-Dec-2025
-,1007.4699,11-Dec-2025
INF204K01G11,2546.5393,11-Dec-2025
INF204K01ZP3,4330.7124,11-Dec-2025
INF204K01VB2,1023.5935,11-Dec-2025
INF204K01VD8,1026.9855,11-Dec-2025
-,1007.4633,11-Dec-2025
INF204K01VA4,4272.3801,11-Dec-2025
-,1010.4061,11-Dec-2025
INF663L01T84,1406.6819,11-Dec-2025
INF663L01T92,1071.0813,11-Dec-2025
-,1001.9212,11-Dec-2025
-,1009.052,11-Dec-2025
INF663L01U24,1364.1171,11-Dec-2025
INF663L01U32,1061.665,11-Dec-2025
-,1001.8835,11-Dec-2025
-,0.0,11-Dec-2025
-,0.0,11-Dec-2025
-,0.0,11-Dec-2025
-,0.0,11-Dec-2025
-,0.0,11-Dec-2025
-,0.0,11-Dec-2025
-,0.0,11-Dec-2025
-,0.0,11-Dec-2025
INF200K01SZ5,45.7884,11-Dec-2025
INF200K01636,42.6002,11-Dec-2025
INF200K01SX0,18.1492,11-Dec-2025
-,14.2977,11-Dec-2025
INF200K01TA6,16.5258,11-Dec-2025
INF200K01644,16.7973,11-Dec-2025
-,13.8863,11-Dec-2025
INF200K01669,15.8524,11-Dec-2025
-,10.062,28-Jun-2024
INF903JA1FR6,15.5407,11-Dec-2025
INF903JA1FS4,10.9268,11-Dec-2025
-,10.9268,11-Dec-2025
INF903JA1FT2,12.7426,27-Jun-2025
-,12.7426,27-Jun-2025
-,10.062,28-Jun-2024
-,11.232,06-Jun-2024
INF903JA1FJ3,15.429,11-Dec-2025
INF903JA1FL9,12.6568,27-Jun-2025
-,10.4944,28-Jun-2024
-,12.6568,27-Jun-2025
-,10.894,11-Dec-2025
INF903JA1FK1,10.894,11-Dec-2025
-,1114.5027,11-Dec-2025
INF277K01PR6,4955.9622,11-Dec-2025
-,1114.479,11-Dec-2025
INF277K01LQ7,4859.4219,11-Dec-2025
INF0GCD01503,1260.4903,11-Dec-2025
INF0GCD01529,1140.4905,11-Dec-2025
INF0GCD01479,1252.515,11-Dec-2025
INF0GCD01495,1132.9849,11-Dec-2025
INF582M01HG5,1302.2881,11-Dec-2025
INF582M01HK7,1011.3816,11-Dec-2025
INF582M01HO9,1263.0023,11-Dec-2025
INF582M01HS0,1000.207,11-Dec-2025
-,1002.2894,11-Jun-2025
-,1005.0,30-May-2025
INF789F01XV6,3214.8208,11-Dec-2025
INF789FA1M04,1228.6002,11-Dec-2025
INF789F01PX8,3175.2563,11-Dec-2025
-,3959.0396,11-Dec-2025
INF789F01BE8,2604.9648,11-Dec-2025
INF789F01BF5,7337.2059,11-Dec-2025
INF789FA1N03,1908.1493,11-Dec-2025
-,1030.9337,11-Dec-2025
INF789FA1N29,1647.8947,11-Dec-2025
INF789FA1M20,1250.3116,11-Dec-2025
INF789FA1M87,1796.316,11-Dec-2025
INF789FA1M46,1573.6582,11-Dec-2025
INF789FA1M61,1705.8309,11-Dec-2025
INF789F01XW4,1140.0173,11-Dec-2025
INF789FA1L88,1891.2581,11-Dec-2025
-,1127.5892,11-Dec-2025
INF789FA1L05,1158.4965,11-Dec-2025
INF789FA1L62,1784.279,11-Dec-2025
INF789FA1L21,1038.3298,11-Dec-2025
INF789F01PY6,1100.1452,11-Dec-2025
INF579M01BG4,1023.2276,11-Dec-2025
INF579M01BD1,1022.8796,11-Dec-2025
INF579M01BE9,1022.8796,11-Dec-2025
INF579M01BH2,1023.2276,11-Dec-2025
INF209KB1ZL4,1001.8777,11-Dec-2025
-,1000.8671,11-Dec-2025
-,1000.8398,11-Dec-2025
-,1000.02,11-Dec-2025
-,1000.02,11-Dec-2025
INF209KB1ZG4,1001.8386,11-Dec-2025
INF209KB1ZH2,1434.495,11-Dec-2025
INF209KB1ZC3,1422.8342,11-Dec-2025
-,1000.5073,11-Dec-2025
INF846K01N65,1403.7388,11-Dec-2025
INF846K01N73,1003.1457,11-Dec-2025
INF846K01N40,1001.1219,11-Dec-2025
-,1000.5032,11-Dec-2025
INF846K01O23,1398.7129,11-Dec-2025
INF846K01O31,1003.1189,11-Dec-2025
INF846K01O07,1001.0922,11-Dec-2025
INF0QA701AE3,1033.7931,11-Dec-2025
INF0QA701AF0,1040.4506,11-Dec-2025
-,1033.1412,11-Dec-2025
INF0QA701235,1034.6124,11-Dec-2025
INF0QA701177,1163.6099,11-Dec-2025
INF0QA701243,1037.0336,11-Dec-2025
INF0QA701227,1033.5716,11-Dec-2025
-,1032.8859,11-Dec-2025
INF0QA701318,1034.3668,11-Dec-2025
INF0QA701250,1162.1928,11-Dec-2025
INF0QA701326,1036.7371,11-Dec-2025
INF0QA701300,1033.3144,11-Dec-2025
INF194KB1462,1000.0073,11-Dec-2025
INF194KB1447,1414.5186,11-Dec-2025
INF194KB1496,1002.0175,11-Dec-2025
INF194KB1520,1288.9409,11-Dec-2025
INF194KB1553,1000.8569,11-Dec-2025
INF194KB1330,1000.0073,11-Dec-2025
INF194KB1314,1404.0059,11-Dec-2025
INF194KB1363,1001.9571,11-Dec-2025
INF194KB1421,1001.7612,11-Dec-2025
INF194KB1397,1284.6839,11-Dec-2025
INF761K01EU7,1346.7359,11-Dec-2025
-,1000.0,11-Dec-2025
INF761K01EY9,1002.1939,11-Dec-2025
-,1000.0019,24-Mar-2025
INF761K01EZ6,1342.8897,11-Dec-2025
-,1000.0,11-Dec-2025
INF761K01FD0,1002.1807,11-Dec-2025
-,1000.317,09-Jul-2025
-,1000.0,11-Dec-2025
-,1266.2348,11-Dec-2025
-,1000.0,11-Dec-2025
-,1266.5405,11-Dec-2025
-,1000.0028,11-Dec-2025
INF955L01HV4,1393.0432,11-Dec-2025
-,1000.3868,11-Dec-2025
-,1000.0,11-Dec-2025
-,1249.8763,11-Dec-2025
-,1000.0,11-Dec-2025
-,1249.8471,11-Dec-2025
-,1000.0018,11-Dec-2025
INF955L01HS0,1386.9699,11-Dec-2025
-,1000.8639,11-Dec-2025
-,1001.0012,11-Dec-2025
INF760K01JM5,1369.5044,11-Dec-2025
-,1001.0,11-Dec-2025
INF760K01JO1,1368.0956,11-Dec-2025
INF740KA1MC8,1420.6277,11-Dec-2025
-,1000.0099,11-Dec-2025
INF740KA1MB0,1412.7434,11-Dec-2025
-,1000.0099,11-Dec-2025
INF740KA1OV4,1000.8615,11-Dec-2025
-,10.0,11-Dec-2025
-,12.6546,11-Dec-2025
-,10.0,11-Dec-2025
-,12.6546,11-Dec-2025
INF754K01KD5,1372.5444,11-Dec-2025
-,1000.1795,11-Dec-2025
INF754K01JZ0,1372.0811,11-Dec-2025
INF754K01JV9,1372.081,11-Dec-2025
INF754K01KB9,1059.8989,11-Dec-2025
INF754K01KM6,1367.2639,11-Dec-2025
-,1008.3551,11-Dec-2025
INF754K01KI4,1097.1251,11-Dec-2025
INF754K01KE3,1367.2568,11-Dec-2025
INF754K01KK0,1006.6626,11-Dec-2025
-,1016.8152,11-Dec-2025
-,1000.0,11-Dec-2025
-,1255.3802,11-Dec-2025
-,1000.0,11-Dec-2025
-,1255.3786,11-Dec-2025
-,1000.0001,11-Dec-2025
